date,x,y,fabalis,rossicus
04.04.11,21.7875843852658,60.673862029999,5,0
04.04.11,26.2413221404771,60.9497125162394,9,0
05.04.11,22.5113363439516,60.1391510192402,8,1
05.04.11,24.824809398607,60.4570500985721,1,0
05.04.11,24.7694576343911,60.7309479592104,7,0
05.04.11,22.2095937299941,61.2249349084323,149,0
05.04.11,22.1715939892325,61.2544093328239,113,0
05.04.11,21.6145011721073,61.2378890715364,2,0
05.04.11,21.622568433219,61.2704446808579,109,0
05.04.11,21.5979952949549,61.3548610386061,340,0
05.04.11,21.4890413326196,61.5938180658876,1,0
05.04.11,23.8792953143877,61.8719267405016,1,0
06.04.11,23.1156624838402,60.3947191179646,18,0
06.04.11,21.6596460676342,60.9085822239662,130,0
06.04.11,26.0876555035578,61.0039508068134,2,0
06.04.11,21.6373296416191,61.3462292535738,76,0
06.04.11,21.6340851859041,61.3498493297763,140,0
06.04.11,24.7445459949788,62.0228654168379,2,0
06.04.11,22.6882848590775,62.7629620095572,19,0
06.04.11,22.6814943735213,62.8113111915041,52,0
06.04.11,22.9838499920967,63.739904458431,2,0
07.04.11,23.9102544221607,60.3899705078842,57,0
07.04.11,22.6450112927927,60.4386653710332,1,1
07.04.11,21.8550736059339,61.3979263529803,130,0
07.04.11,21.8666028875167,61.4220768083407,1500,0
07.04.11,21.4289260333426,62.2006482772438,51,1
07.04.11,21.5204129300792,62.2483654795079,310,0
07.04.11,22.6454129931751,62.84768471635,73,0
07.04.11,21.5607329764893,62.9938306718491,39,2
07.04.11,23.7693074239366,63.1923771202971,2,0
07.04.11,22.9713188856955,63.7743278689519,5,0
07.04.11,23.51502643722,63.9430694714036,2,0
08.04.11,24.8033230254971,60.3311949542411,13,0
08.04.11,23.9109225806591,60.405774182376,148,0
08.04.11,22.6884069595231,60.3764229188013,35,0
08.04.11,24.2579555283075,60.4872046694228,52,0
08.04.11,24.1970447122349,60.4475932918112,62,0
08.04.11,23.0515487773018,60.3896333089178,9,0
08.04.11,24.2498701174162,60.464780765312,10,0
08.04.11,22.2739883965354,60.537724539979,37,0
08.04.11,22.5966615470158,60.6946368531028,86,0
08.04.11,22.8971032529695,60.6982999087801,38,0
08.04.11,23.2960253497569,60.7783932005432,38,0
08.04.11,22.6945810797737,60.8173784473503,16,0
08.04.11,22.3707837431526,60.8830460236898,9,0
08.04.11,24.3210459121345,61.0717808767073,14,0
08.04.11,22.3701184406141,61.107150587103,340,0
08.04.11,22.0710205749906,61.1737659774654,7,0
08.04.11,22.5429320718637,61.2517409518472,508,0
08.04.11,21.8783953363853,61.2306757566692,397,0
08.04.11,21.9444068742021,61.2064663624937,380,0
08.04.11,21.9717188022701,61.2416977998706,500,0
08.04.11,21.5911819737909,61.2054168146362,432,0
08.04.11,21.6579180509156,61.2137568774547,500,0
08.04.11,21.905482862726,61.190576954654,15,0
08.04.11,22.1056800695398,61.3706677970805,270,0
08.04.11,22.8428335183646,61.3502213510265,10,0
08.04.11,22.4228016340008,61.3711529363142,2,0
08.04.11,21.647130477775,61.3435049643203,571,0
08.04.11,21.7264175682294,61.3258261568822,0,8
08.04.11,21.8788143635725,61.3782820238919,900,0
08.04.11,21.7898664159355,61.445106451815,1140,0
08.04.11,21.8034945468249,61.4118767831314,150,0
08.04.11,21.6964139423108,61.4517823632427,430,4
08.04.11,21.9668246215937,61.4361755226096,36,0
08.04.11,22.3046139548021,61.8631846396951,54,0
08.04.11,21.4319523506577,62.1912730224473,203,0
08.04.11,21.4546470944463,62.2333318614773,138,0
08.04.11,21.638624494727,62.4328503264318,8,0
08.04.11,22.7478233629454,62.5710740782323,42,0
08.04.11,21.2446360453958,62.7137164863114,6,0
08.04.11,21.5501170118783,62.9339268203778,15,0
08.04.11,22.8823954078067,63.0510613428819,18,0
09.04.11,22.5864167695874,60.1123913220431,4,0
09.04.11,22.8043153795147,60.2888168812443,34,0
09.04.11,23.9386790907052,60.3574431984918,94,0
09.04.11,24.2746472076207,60.4576430526846,60,0
09.04.11,25.5685105591481,60.5616349358505,4,0
09.04.11,28.0126324716603,60.6440394484295,2,0
09.04.11,25.6403544312156,60.6901163266049,14,0
09.04.11,25.6639853712925,60.6945705188365,0,20
09.04.11,24.8582513146096,60.6931844721338,13,0
09.04.11,25.6463801739353,60.6958540094939,9,0
09.04.11,26.4625256745631,60.7314359457791,2,0
09.04.11,26.0572655945998,60.732678264402,8,0
09.04.11,24.6848182470403,60.8292430557882,2,0
09.04.11,23.4328905312166,60.783543486472,41,0
09.04.11,24.5932476009738,60.8563870342721,1,0
09.04.11,28.5469088410397,61.0414780281454,0,2
09.04.11,21.9152714148659,61.1579849855959,682,0
09.04.11,21.9508306348464,61.1985181626795,56,0
09.04.11,21.9742763182127,61.2510672877503,623,0
09.04.11,22.9898698404076,61.2852465030012,22,0
09.04.11,22.9532179721265,61.3281330118635,28,0
09.04.11,21.6045378833401,61.3463639290308,0,6
09.04.11,21.8582296286449,61.441867979396,450,0
09.04.11,23.4411126378743,61.3981696324433,5,0
09.04.11,21.8795499760332,61.4466689697747,35,0
09.04.11,21.85589292983,61.4618085503845,800,0
09.04.11,21.7361622367173,61.4232947932226,52,0
09.04.11,21.7851017687587,61.4366916120906,12,0
09.04.11,21.666243341455,61.5078843355856,6,0
09.04.11,21.4317180295233,62.1410751106663,220,2
09.04.11,21.4514592050751,62.2105064816055,415,0
09.04.11,21.499920962129,62.2431303403516,298,0
09.04.11,21.5623097422162,62.2481042801367,30,0
09.04.11,21.488055726888,62.2425585648843,320,0
09.04.11,21.4682566947693,62.2710289551483,400,0
09.04.11,21.4891432233306,62.2081604087454,33,0
09.04.11,21.4863501069914,62.253320809786,117,0
09.04.11,21.3477528086503,62.4205877317277,34,0
09.04.11,22.8148857043368,62.4445193051964,5,0
09.04.11,21.4397168972305,62.4685289120695,24,0
09.04.11,22.6704658064934,62.7600198840423,53,0
09.04.11,22.5691730522651,62.7877153565707,17,0
09.04.11,22.7929282084384,62.8051153354535,42,0
09.04.11,23.4176917937989,62.8488096316926,1,0
09.04.11,22.481202280537,63.2869537711069,12,0
09.04.11,23.3708653457036,64.0439019159797,2,0
10.04.11,23.2876762570716,59.9453917095184,2,0
10.04.11,24.0386950603029,60.1542949085809,15,0
10.04.11,24.1408385949863,60.1952512881607,31,0
10.04.11,25.2751995597428,60.4630391802714,3,0
10.04.11,24.6740641277287,60.3870783497339,55,0
10.04.11,23.2078837163018,60.4726129453768,250,0
10.04.11,22.4707422808109,60.4934063656833,22,0
10.04.11,21.8507952063999,60.6205576109475,0,2
10.04.11,21.8763904687017,60.634071214272,770,0
10.04.11,22.5681907189783,60.6818099937871,13,0
10.04.11,22.5778365864787,60.6864475615641,165,0
10.04.11,22.92468528647,60.7023104575249,92,0
10.04.11,23.3963476517246,60.7768280039544,38,0
10.04.11,22.7539303365388,60.8087397074866,54,0
10.04.11,24.5475958571092,60.8457800785578,17,3
10.04.11,24.5800412807529,60.8313589678819,17,0
10.04.11,22.4096682617168,60.8794674974572,14,0
10.04.11,26.4651446998836,60.9541316542866,5,0
10.04.11,28.590326852616,61.0102660071987,1,37
10.04.11,24.3580604691434,61.1311449738336,26,0
10.04.11,22.4312464925212,61.0415912288354,40,0
10.04.11,22.3278669444115,61.0743141726949,44,0
10.04.11,22.2633925885532,61.0860153563935,23,0
10.04.11,21.4810251210304,61.1683495968974,24,0
10.04.11,22.5155212586097,61.199283137662,665,0
10.04.11,22.5710053645953,61.1901475870803,670,0
10.04.11,22.1032550453562,61.1719463253804,46,0
10.04.11,21.994772024717,61.2612107581818,178,0
10.04.11,21.6901583541715,61.2193937331341,5,0
10.04.11,21.9470594622248,61.2557499618471,1505,0
10.04.11,21.6322926118936,61.1847565122336,1250,0
10.04.11,22.1224183305592,61.2254524558766,130,0
10.04.11,21.8107665871448,61.2583722597804,150,0
10.04.11,21.668473191431,61.3254740910215,280,0
10.04.11,21.6231801248604,61.3519625795104,27,0
10.04.11,21.5999425130893,61.3007746417817,260,0
10.04.11,21.8881343785689,61.4126141720094,640,0
10.04.11,21.7976355250814,61.4140122535311,930,4
10.04.11,21.8125693232545,61.3767917486311,850,0
10.04.11,21.8066608147155,61.3990987852429,700,0
10.04.11,21.8782362913485,61.4019897425056,840,0
